Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,Release Year,Recession data,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Charly,814666,814666,,950000,27/09/2002,2002,1,PG,,Excel Entertainment,Based on Book/Short Story,Drama,Contemporary Fiction,,,5.8,60
Wasabi,81525,7000000,,15300000,27/09/2002,2002,1,R,,Sony Pictures,,,,,,6.5,11647
Sweet Home Alabama,127214072,163379330,,38000000,27/09/2002,2002,1,PG-13,109,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Tennant,37,5.8,29891
Moonlight Mile,6830957,6830957,,21000000,27/09/2002,2002,1,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Brad Silberling,62,6.7,8346
The Tuxedo,50586000,50586000,,60000000,27/09/2002,2002,1,PG-13,99,Dreamworks SKG,Original Screenplay,Action,Science Fiction,,22,5,19370
Welcome to Collinwood,378650,378650,,12000000,04/10/2002,2002,1,R,,Warner Bros.,,,,,53,6.2,7887
Jonah: A VeggieTales Movie,25571351,25606175,,14000000,04/10/2002,2002,1,G,82,Artisan,Based on Short Film,Adventure,Kids Fiction,,,6.3,1704
Red Dragon,92955420,206455420,,78000000,04/10/2002,2002,1,R,125,Universal,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Brett Ratner,68,7.3,66386
The Rules of Attraction,6525762,11799060,,4000000,11/10/2002,2002,1,R,,Lionsgate,Based on Book/Short Story,Black Comedy,Contemporary Fiction,,44,6.7,26634
Bowling for Columbine,21576018,58576018,,3000000,11/10/2002,2002,1,R,,MGM,Based on Real Life Events,Documentary,Factual,Michael Moore,96,8.2,76928
Brown Sugar,27362712,28315272,,8000000,11/10/2002,2002,1,PG-13,109,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,,64,6,2745
Knockaround Guys,11660180,12419700,,15000000,11/10/2002,2002,1,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,,,6,11019
White Oleander,16357770,21657770,,16000000,11/10/2002,2002,1,PG-13,,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,,69,7,13755
Punch-Drunk Love,17791031,24591031,,25000000,11/10/2002,2002,1,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Paul Thomas Anderson,79,7.4,49786
Swept Away,598645,598645,,10000000,11/10/2002,2002,1,R,,Sony Pictures,Remake,Romantic Comedy,Contemporary Fiction,Guy Ritchie,5,3.4,7665
The Transporter,25296447,43928932,,21000000,11/10/2002,2002,1,PG-13,92,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Corey Yuen,53,6.6,51005
Tuck Everlasting,19161999,19344615,,15000000,11/10/2002,2002,1,PG,,Walt Disney Pictures,Based on Book/Short Story,Drama,Kids Fiction,Jay Russell,61,6.5,6639
Abandon,10719367,12219367,,25000000,18/10/2002,2002,1,PG-13,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,17,4.8,5361
Auto Focus,2062066,2703821,,7000000,18/10/2002,2002,1,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Dramatization,Paul Schrader,72,6.6,7236
Formula 51,5204007,5204007,,27000000,18/10/2002,2002,1,R,,Screen Media Films,Original Screenplay,Action,Contemporary Fiction,,,,
Real Women Have Curves,5853194,5853194,,3000000,18/10/2002,2002,1,PG-13,,Newmarket Films,Based on Play,Comedy,Contemporary Fiction,,83,7,4396
The Ring,129094024,249094024,,48000000,18/10/2002,2002,1,PG-13,115,Dreamworks SKG,Remake,Horror,Contemporary Fiction,Gore Verbinski,71,5.5,589
Time Changer,1500711,1500711,,825000,25/10/2002,2002,1,PG,,Five & Two Pictures,Original Screenplay,Drama,Fantasy,,22,5,1029
All or Nothing,184255,184255,,9000000,25/10/2002,2002,1,R,,MGM,Original Screenplay,Drama,,Mike Leigh,,,
Frida,25885000,56298474,,12000000,25/10/2002,2002,1,R,123,Miramax,Based on Real Life Events,Drama,Dramatization,,76,7.3,26243
Ghost Ship,30113491,68349884,,20000000,25/10/2002,2002,1,R,91,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,,13,5.3,25891
Jackass: The Movie,64282312,75466905,,5000000,25/10/2002,2002,1,R,92,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,,,6.3,27454
All the Queen's Men,22723,22723,,15000000,25/10/2002,2002,1,PG-13,,Strand,Original Screenplay,Comedy,,,,3.5,1591
The Santa Clause 2,139225854,172825854,,65000000,01/11/2002,2002,1,G,104,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Michael Lembeck,,5.5,9061
I Spy,33561137,33561137,,70000000,01/11/2002,2002,1,PG-13,97,Sony Pictures,Based on TV,Action,Contemporary Fiction,Betty Thomas,15,5.3,18061
Femme Fatale,6592103,6592103,,35000000,06/11/2002,2002,1,R,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,48,6.3,16693
8 Mile,116724075,242924075,,41000000,08/11/2002,2002,1,R,110,Universal,Original Screenplay,Drama,Contemporary Fiction,Curtis Hanson,74,6.7,55877
Far From Heaven,15901849,29027914,,13500000,08/11/2002,2002,1,PG-13,,Focus Features,Original Screenplay,Drama,Historical Fiction,Todd Haynes,89,7.5,20239
Interview with the Assassin,47329,47329,,750000,15/11/2002,2002,1,R,,,,,,,67,6.6,1107
Revolution#9,9118,9118,,350000,15/11/2002,2002,1,,,,,Thriller/Suspense,,,,7.3,252
El Crimen de Padre,5719000,5719000,,1800000,15/11/2002,2002,1,R,,Goldwyn Entertainment,Based on Book/Short Story,Drama,Historical Fiction,,,,
Ararat,1693000,1693000,,15500000,15/11/2002,2002,1,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,Atom Egoyan,56,6.6,6763
Half Past Dead,15567860,19233280,,25000000,15/11/2002,2002,1,PG-13,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,,2,4.1,6909
Harry Potter and the Chamber of Secrets,261987880,878987880,,100000000,15/11/2002,2002,1,PG,161,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Chris Columbus,82,7.2,120063
The Emperor's Club,14060950,16124074,,12500000,22/11/2002,2002,1,PG-13,,Universal,Based on Book/Short Story,Drama,Historical Fiction,,50,6.7,8165
Friday After Next,33253609,33526835,,10000000,22/11/2002,2002,1,R,85,New Line,Original Screenplay,Comedy,Contemporary Fiction,,25,5.3,6742
Die Another Day,160942139,431942139,,142000000,22/11/2002,2002,1,PG-13,133,MGM,Based on Book/Short Story,Action,Contemporary Fiction,Lee Tamahori,59,6,67476
The Quiet American,12987647,12987647,,20000000,22/11/2002,2002,1,R,,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Phillip Noyce,87,7.2,14285
Extreme Ops,4835968,12624471,,40000000,27/11/2002,2002,1,PG-13,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Christian Duguay,6,4.1,3195
Solaris,14970038,14970038,,47000000,27/11/2002,2002,1,PG-13,,20th Century Fox,Remake,Drama,Science Fiction,Steven Soderbergh,65,6.2,33151
They,12840842,12840842,,17000000,27/11/2002,2002,1,PG-13,,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,37,4.6,6550
Treasure Planet,38120554,91800000,,100000000,27/11/2002,2002,1,PG,96,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,69,6.6,12099
Rabbit-Proof Fence,6199600,16199600,,7000000,29/11/2002,2002,1,PG,,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Phillip Noyce,87,7.6,13241
Adaptation,22498520,22498520,,18500000,06/12/2002,2002,1,R,,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Spike Jonze,91,7.9,67135
Analyze That,32122249,54994757,,60000000,06/12/2002,2002,1,R,96,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Harold Ramis,27,5.6,24090
Empire,17504595,18495444,,3500000,06/12/2002,2002,1,R,,Universal,Original Screenplay,Drama,Contemporary Fiction,,21,6.5,63
Equilibrium,1190018,5345869,,20000000,06/12/2002,2002,1,R,,Miramax/Dimension,Original Screenplay,Action,Science Fiction,,37,7.7,86428
Maid in Manhattan,93932896,154832896,,55000000,13/12/2002,2002,1,PG-13,105,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Wayne Wang,39,4.6,30370
Drumline,56398162,56398162,,20000000,13/12/2002,2002,1,PG-13,118,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,81,5.2,18165
The Jimmy Show,703,703,,1000000,13/12/2002,2002,1,R,,,,,,,40,5.1,358
About Schmidt,65005217,105823486,,30000000,13/12/2002,2002,1,R,125,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,85,7.3,53760
Star Trek: Nemesis,43254409,67312826,,60000000,13/12/2002,2002,1,PG-13,117,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,6.4,28449
The Lord of the Rings: The Two Towers,341784377,926284377,,94000000,18/12/2002,2002,1,PG-13,179,New Line,Based on Book/Short Story,Adventure,Fantasy,Peter Jackson,,8.7,326950
25th Hour,13084595,23928503,,4500000,19/12/2002,2002,1,R,,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Spike Lee,78,7.9,58781
Antwone Fisher,21078145,23367586,,12500000,19/12/2002,2002,1,PG-13,,Fox Searchlight,Based on Real Life Events,Drama,Dramatization,Denzel Washington,79,7.3,13258
Two Weeks Notice,93354918,199043309,,60000000,20/12/2002,2002,1,PG-13,110,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,42,5.8,35515
Gangs of New York,77730500,190400000,,97000000,20/12/2002,2002,1,R,168,Miramax,Original Screenplay,Drama,Historical Fiction,Martin Scorsese,75,7.4,113378
Morvern Callar,267194,267194,,6000000,20/12/2002,2002,1,R,,,,,,,84,6.4,3831
Narc,10465659,10465659,,7500000,20/12/2002,2002,1,R,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joe Carnahan,83,7.3,19248
The Wild Thornberrys,40108697,60694737,,25000000,20/12/2002,2002,1,PG,85,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,,6.7,1104
Catch Me if You Can,164606800,351106800,,52000000,25/12/2002,2002,1,PG-13,141,Dreamworks SKG,Based on Book/Short Story,Drama,Dramatization,Steven Spielberg,96,5.7,224
Pinocchio,3681811,31681811,,45000000,25/12/2002,2002,1,G,,Miramax,Based on Book/Short Story,Adventure,Fantasy,Roberto Benigni,,3.5,3215
Chicago,170687518,307687518,,30000000,27/12/2002,2002,1,PG-13,113,Miramax,Based on Musical/Opera,Musical,Historical Fiction,Rob Marshall,88,7.2,82650
The Hours,41675994,108775994,,25000000,27/12/2002,2002,1,PG-13,115,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Stephen Daldry,80,7.6,44618
Nicholas Nickleby,1562800,1562800,,10000000,27/12/2002,2002,1,PG,,United Artists,Based on Book/Short Story,Drama,Historical Fiction,,77,7.3,4968
The Pianist,32519322,120000000,,35000000,27/12/2002,2002,1,R,149,Focus Features,Based on Real Life Events,Drama,Dramatization,Roman Polanski,,8.5,134516
Sonny,17639,17639,,4000000,27/12/2002,2002,1,R,,,,,,,23,5.7,1941
Love Lisa,211724,211724,,1000000,30/12/2002,2002,1,R,,,,Drama,,,,6.8,4126
Confessions of a Dangerous Mind,16007718,33013805,,29000000,31/12/2002,2002,1,R,,Miramax,Based on Book/Short Story,Drama,Dramatization,George Clooney,79,7.1,36258
The Slaughter Rule,13134,13134,,500000,10/01/2003,2003,1,R,,,,,,,,6,1136
Just Married,56127162,56127162,,19000000,10/01/2003,2003,1,PG-13,95,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Shawn Levy,20,5.1,19508
Cidade de Deus,7563397,28763397,,3300000,17/01/2003,2003,1,R,,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Katia Lund,,8.8,166897
A Guy Thing,15543862,17430594,,20000000,17/01/2003,2003,1,PG-13,,MGM,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,5.5,8147
Kangaroo Jack,66723216,90723216,,60000000,17/01/2003,2003,1,PG,89,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,,,4.1,9994
Amen,274299,274299,,14000000,24/01/2003,2003,1,Not Rated,,Kino International,Based on Play,Drama,,Costa-Gavras,,7.4,5416
Darkness Falls,32539681,32539681,,7000000,24/01/2003,2003,1,PG-13,86,Sony Pictures,Original Screenplay,Horror,Fantasy,,8,4.6,12771
The R.M.,1111615,1111615,,500000,31/01/2003,2003,1,PG,,Halestone,Original Screenplay,Comedy,Contemporary Fiction,,64,5.5,449
Final Destination 2,46896664,89626226,,26000000,31/01/2003,2003,1,R,90,New Line,Original Screenplay,Horror,Fantasy,David R. Ellis,47,6.4,35737
The Guru,3051221,23788368,,11000000,31/01/2003,2003,1,R,,Universal,Original Screenplay,Comedy,Contemporary Fiction,,,5.5,9239
How to Lose a Guy in 10 Days,105807520,177079973,,50000000,07/02/2003,2003,1,PG-13,116,Paramount Pictures,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Donald Petrie,43,6.1,33866
May,145540,145540,,1750000,07/02/2003,2003,1,R,,,,,,,,5.8,41
Shanghai Knights,60470220,60470220,,50000000,07/02/2003,2003,1,PG-13,114,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66,6.2,24893
Daredevil,102543518,179179718,,80000000,14/02/2003,2003,1,PG-13,105,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,44,5.5,63574
Gerry,254683,254683,,7000000,14/02/2003,2003,1,R,,ThinkFilm,,Drama,,Gus Van Sant,,6.2,8583
The Jungle Book 2,47901582,135703599,,20000000,14/02/2003,2003,1,G,72,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,,19,5.2,2740
All the Real Girls,549666,703020,,1000000,14/02/2003,2003,1,R,,Sony Pictures Classics,Original Screenplay,Drama,,David Gordon Green,71,7.1,5632
Dark Blue,9237470,11933396,,15000000,21/02/2003,2003,1,R,,MGM,Original Screenplay,Drama,Contemporary Fiction,Ron Shelton,57,6.6,10881
Gods and Generals,12882934,12923936,,55000000,21/02/2003,2003,1,PG-13,,Warner Bros.,,Drama,Historical Fiction,,8,6,7437
The Life of David Gale,19694635,28920188,,50000000,21/02/2003,2003,1,R,,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Alan Parker,20,7.3,37628
Old School,75155000,86325829,,24000000,21/02/2003,2003,1,R,91,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Todd Phillips,60,7,60477
Cradle 2 the Grave,34657731,56434942,,25000000,28/02/2003,2003,1,R,101,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,Andrzej Bartkowiak,26,5.4,14834
Poolhall Junkies,563711,563711,,4000000,28/02/2003,2003,1,R,,Gold Circle Films,Original Screenplay,Drama,Contemporary Fiction,,,6.8,5233
Spider,1641788,1641788,,10000000,28/02/2003,2003,1,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Contemporary Fiction,David Cronenberg,,7.8,560
The Day the Earth Stood Still,3700000,3700000,,1200000,04/03/2003,2003,1,,,,,,,,94,5.5,51517
Bringing Down the House,132675402,164675402,,20000000,07/03/2003,2003,1,PG-13,105,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam Shankman,34,5.4,16242
Nowhere in Africa,6173485,6173485,,6500000,07/03/2003,2003,1,R,,Zeitgeist,Based on Book/Short Story,Drama,Historical Fiction,,,,
Tears of the Sun,43632458,85632458,,75000000,07/03/2003,2003,1,R,121,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,34,6.4,34304
Bend it Like Beckham,32543449,76583333,,5000000,12/03/2003,2003,1,PG-13,112,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Gurinder Chadha,,6.9,41052
Agent Cody Banks,47545060,58240458,,25000000,14/03/2003,2003,1,PG,102,MGM,Original Screenplay,Comedy,Kids Fiction,,38,5.1,9527
The Hunted,34234008,45016494,,55000000,14/03/2003,2003,1,R,94,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,William Friedkin,31,5.8,18941
Spun,410241,1022649,,4500000,14/03/2003,2003,1,R,,,,,,,,6.6,16011
Willard,6882696,6882696,,20000000,14/03/2003,2003,1,PG-13,,New Line,Remake,Horror,Contemporary Fiction,,65,6.2,7702
Down & Out with the Dolls,58936,58936,,1200000,21/03/2003,2003,1,R,,Indican Pictures,,,,,,5.8,75
Boat Trip,8586376,14933713,,15000000,21/03/2003,2003,1,R,,Artisan,Original Screenplay,Comedy,Contemporary Fiction,,7,4.7,13258
Dreamcatcher,33685268,75685268,,68000000,21/03/2003,2003,1,R,136,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,Lawrence Kasdan,30,5.3,34141
Basic,26599248,42598498,,50000000,28/03/2003,2003,1,R,98,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,John McTiernan,21,6.3,25960
Head of State,37788228,38283765,,35200000,28/03/2003,2003,1,PG-13,95,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Chris Rock,30,5.1,8447
The Core,31111260,74132631,,85000000,28/03/2003,2003,1,PG-13,133,Paramount Pictures,Original Screenplay,Action,Science Fiction,Jon Amiel,42,5.3,27375
Raising Victor Vargas,2073984,2811439,,800000,28/03/2003,2003,1,R,,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Peter Sollett,,7.1,3719
The Good Thief,3517797,3517797,,30000000,02/04/2003,2003,1,R,,Fox Searchlight,Remake,Drama,Contemporary Fiction,Neil Jordan,78,,
DysFunkTional Family,2255000,2255000,,3000000,04/04/2003,2003,1,R,,Miramax,Original Screenplay,Concert/Performance,Factual,,43,5.9,501
A Man Apart,26500000,44114828,,36000000,04/04/2003,2003,1,R,110,New Line,Original Screenplay,Action,Contemporary Fiction,F. Gary Gray,11,5.7,14953
Phone Booth,46566212,97837138,,11000000,04/04/2003,2003,1,R,81,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joel Schumacher,71,7.2,68874
What a Girl Wants,35990505,35990505,,25000000,04/04/2003,2003,1,PG,105,Warner Bros.,Remake,Comedy,Contemporary Fiction,Dennie Gordon,34,5.7,12561
Anger Management,135560942,195660942,,56000000,11/04/2003,2003,1,PG-13,106,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Peter Segal,43,6.1,57088
Better Luck Tomorrow,3802390,3809226,,250000,11/04/2003,2003,1,R,,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Justin Lin,,7.1,5959
"House of 1,000 Corpses",12634962,16829545,,7000000,11/04/2003,2003,1,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,,5.5,3311
The Young Unknowns,58163,58163,,800000,11/04/2003,2003,1,R,,Indican Pictures,,,,,,4.5,98
Bulletproof Monk,23010607,23010607,,52000000,16/04/2003,2003,1,PG-13,,MGM,Based on Comic/Graphic Novel,Action,Fantasy,,22,5.2,17130
A Mighty Wind,17583468,18552708,,6000000,16/04/2003,2003,1,PG-13,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,88,7.2,13602
Holes,67383924,72383924,,20000000,18/04/2003,2003,1,PG,117,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Andrew Davis,77,7.1,19388
Malibu's Most Wanted,34308901,34499204,,15000000,18/04/2003,2003,1,PG-13,86,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,,30,4.8,8159
Steal (Canadian Release),220944,220944,,15000000,25/04/2003,2003,1,Not Rated,,,,,,,,,
Confidence,12212417,12212417,,15000000,25/04/2003,2003,1,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,James Foley,71,6.8,17111
City of Ghosts,325491,325491,,17500000,25/04/2003,2003,1,R,,MGM,Original Screenplay,Drama,Contemporary Fiction,Matt Dillon,,5.9,2880
Identity,52131264,90231264,,28000000,25/04/2003,2003,1,R,90,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,James Mangold,62,7.3,57909
People I Know,121972,121972,,20000000,25/04/2003,2003,1,R,,Miramax,,,,,,5.5,6305
The Real Cancun,3816594,3816594,,4000000,25/04/2003,2003,1,R,,New Line,Based on TV,Documentary,Factual,,35,2.3,3211
The Lizzie McGuire Movie,42734455,55534455,,15000000,02/05/2003,2003,1,PG,94,Walt Disney Pictures,Based on TV,Comedy,Contemporary Fiction,,40,4.7,10199
Owning Mahowny,1011054,1011054,,10000000,02/05/2003,2003,1,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Dramatization,,78,7,5789
X2,214949694,407711549,,125000000,02/05/2003,2003,1,PG-13,133,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Bryan Singer,,7.8,112320
Les invasions barbares,8460000,8460000,,5000000,09/05/2003,2003,1,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,,,7.8,14322
Daddy Day Care,104148781,164285587,,60000000,09/05/2003,2003,1,PG,92,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,28,5.5,14944
Dracula: Pages from a Virgin's Diary,39659,84788,,1100000,14/05/2003,2003,1,Not Rated,,,,,,,,7,1013
The Matrix Reloaded,281553689,738576929,,127000000,15/05/2003,2003,1,R,138,Warner Bros.,Original Screenplay,Action,Science Fiction,Andy Wachowski,73,7.1,148874
L'auberge espagnole,3895664,3895664,,5900000,16/05/2003,2003,1,R,,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,,7.3,15696
